35.000000 55.000000 1.000000
35.100000 55.000000 1.000000
35.200000 55.000000 1.000000
35.300000 55.000000 1.000000
35.400000 55.000000 1.000000
35.500000 55.000000 1.000000
35.600000 55.000000 1.000000
35.700000 55.000000 1.000000
35.800000 55.000000 1.000000
35.900000 55.000000 1.000000
36.000000 55.000000 1.000000
36.100000 55.000000 1.000000
36.200000 55.000000 1.000000
36.300000 55.000000 1.000000
36.400000 55.000000 1.000000
36.500000 55.000000 1.000000
36.600000 55.000000 1.000000
36.700000 55.000000 1.000000
36.800000 55.000000 1.000000
36.900000 55.000000 1.000000
37.000000 55.000000 1.000000
37.100000 55.000000 1.000000
37.200000 55.000000 1.000000
37.300000 55.000000 1.000000
37.400000 55.000000 1.000000
37.500000 55.000000 1.000000
37.600000 55.000000 1.000000
37.700000 55.000000 1.000000
37.800000 55.000000 1.000000
37.900000 55.000000 1.000000
38.000000 55.000000 1.000000
38.100000 55.000000 1.000000
38.200000 55.000000 1.000000
38.300000 55.000000 1.000000
38.400000 55.000000 1.000000
38.500000 55.000000 1.000000
38.600000 55.000000 1.000000
38.700000 55.000000 1.000000
38.800000 55.000000 1.000000
38.900000 55.000000 1.000000
39.000000 55.000000 1.000000
39.100000 55.000000 1.000000
39.200000 55.000000 1.000000
39.300000 55.000000 1.000000
39.400000 55.000000 1.000000
39.500000 55.000000 1.000000
39.600000 55.000000 1.000000
39.700000 55.000000 1.000000
39.800000 55.000000 1.000000
39.900000 55.000000 1.000000
